file,line,dir,kind,currentValue,suggestedToken,status,reason
lib/components/contents/app_accordion_use_cases.dart,183,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_accordion_use_cases.dart,200,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_banner.dart,125,contents,EdgeInsets.all,space12,AppSpacingSemantic.insetMd,READY,EdgeInsets.all(tokenRef) → inset
lib/components/contents/app_banner.dart,159,contents,SizedBox,56,,NEEDS_REVIEW,SizedBox(width=)→inline off-scale literal 56px (closest palette: 48)
lib/components/contents/app_banner.dart,159,contents,SizedBox,56,,NEEDS_REVIEW,SizedBox(height=)→stack off-scale literal 56px (closest palette: 48)
lib/components/contents/app_banner.dart,101,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_banner.dart,102,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_banner.dart,103,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_banner.dart,125,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_banner.dart,143,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_banner.dart,156,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_banner_use_cases.dart,148,contents,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_banner_use_cases.dart,33,contents,SizedBox,240,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_banner_use_cases.dart,48,contents,SizedBox,320,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_banner_use_cases.dart,63,contents,SizedBox,200,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_banner_use_cases.dart,114,contents,SizedBox,double.infinity,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_banner_use_cases.dart,123,contents,SizedBox,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_banner_use_cases.dart,130,contents,SizedBox,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_banner_use_cases.dart,123,contents,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_banner_use_cases.dart,130,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_banner_use_cases.dart,148,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_cell.dart,77,contents,EdgeInsets.symmetric,verticalPadding.value,,BLOCKED,non-numeric EdgeInsets.symmetric(vertical)
lib/components/contents/app_cell.dart,117,contents,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(height=)→stack value-based stack/inline (canonical)
lib/components/contents/app_cell.dart,79,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_cell.dart,88,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_cell.dart,133,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_cell_use_cases.dart,146,contents,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_cell_use_cases.dart,146,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_coffee_list.dart,82,contents,EdgeInsets.all,space12,AppSpacingSemantic.insetMd,READY,EdgeInsets.all(tokenRef) → inset
lib/components/contents/app_coffee_list.dart,235,contents,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(height=)→stack value-based stack/inline (canonical)
lib/components/contents/app_coffee_list.dart,82,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_coffee_list.dart,98,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_coffee_list.dart,105,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_coffee_list.dart,110,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_coffee_list.dart,121,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_coffee_list.dart,205,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_coffee_list.dart,215,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_coffee_list.dart,225,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_coffee_list.dart,245,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_coffee_list_use_cases.dart,183,contents,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_coffee_list_use_cases.dart,150,contents,SizedBox,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_coffee_list_use_cases.dart,157,contents,SizedBox,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_coffee_list_use_cases.dart,150,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_coffee_list_use_cases.dart,157,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_coffee_list_use_cases.dart,183,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_coffee_profile.dart,37,contents,EdgeInsets.symmetric,space4,AppSpacing.s4,READY,EdgeInsets.symmetric(vertical=tokenRef) → palette s4
lib/components/contents/app_coffee_profile.dart,37,contents,EdgeInsets.symmetric,V=4,AppSpacing.s4,READY,symmetric vertical only
lib/components/contents/app_coffee_profile.dart,244,contents,EdgeInsets.all,space16,AppSpacingSemantic.insetLg,READY,EdgeInsets.all(tokenRef) → inset
lib/components/contents/app_coffee_profile.dart,41,contents,SizedBox,40,AppSpacing.s40,NEEDS_REVIEW,SizedBox(width=)→inline palette 40 — Section gap 후보 (AppSpacingSemantic.layoutLg 가능)
lib/components/contents/app_coffee_profile.dart,70,contents,SizedBox,32,AppSpacing.s32,NEEDS_REVIEW,SizedBox(width=)→inline palette 32 — Section gap 후보 (AppSpacingSemantic.layoutMd 가능)
lib/components/contents/app_coffee_profile.dart,37,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_coffee_profile.dart,50,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_coffee_profile.dart,60,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_coffee_profile.dart,69,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_coffee_profile.dart,149,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_coffee_profile.dart,157,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_coffee_profile.dart,188,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_coffee_profile.dart,206,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_coffee_profile.dart,207,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_coffee_profile.dart,244,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_coffee_profile.dart,258,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_coffee_profile_use_cases.dart,114,contents,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_coffee_profile_use_cases.dart,114,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_community_list.dart,43,contents,EdgeInsets.symmetric,space16,AppSpacing.s16,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s16
lib/components/contents/app_community_list.dart,43,contents,EdgeInsets.symmetric,H=16,AppSpacing.s16,READY,symmetric horizontal only
lib/components/contents/app_community_list.dart,63,contents,SizedBox,6,AppSpacing.s6,READY,SizedBox(height=)→stack palette direct (no semantic match for 6px)
lib/components/contents/app_community_list.dart,78,contents,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(width=)→inline value-based stack/inline (canonical)
lib/components/contents/app_community_list.dart,92,contents,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(width=)→inline value-based stack/inline (canonical)
lib/components/contents/app_community_list.dart,111,contents,SizedBox,48,AppSpacing.s48,NEEDS_REVIEW,SizedBox(width=)→inline palette 48 — Section gap 후보 (AppSpacingSemantic.layoutXl 가능)
lib/components/contents/app_community_list.dart,111,contents,SizedBox,48,AppSpacing.s48,NEEDS_REVIEW,SizedBox(height=)→stack palette 48 — Section gap 후보 (AppSpacingSemantic.layoutXl 가능)
lib/components/contents/app_community_list.dart,44,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_community_list.dart,45,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_community_list.dart,86,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_community_list.dart,105,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_community_list_use_cases.dart,80,contents,EdgeInsets.symmetric,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_community_list_use_cases.dart,80,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_content_badge.dart,135,contents,EdgeInsets.symmetric,spec.padH,,BLOCKED,non-numeric EdgeInsets.symmetric(horizontal)
lib/components/contents/app_content_badge.dart,135,contents,EdgeInsets.symmetric,spec.padV,,BLOCKED,non-numeric EdgeInsets.symmetric(vertical)
lib/components/contents/app_content_badge.dart,148,contents,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(width=)→inline value-based stack/inline (canonical)
lib/components/contents/app_content_badge.dart,152,contents,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(width=)→inline value-based stack/inline (canonical)
lib/components/contents/app_content_badge_use_cases.dart,107,contents,EdgeInsets.all,AppSpacing.space24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_content_badge_use_cases.dart,19,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_content_badge_use_cases.dart,35,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_content_badge_use_cases.dart,62,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_content_badge_use_cases.dart,82,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_content_badge_use_cases.dart,83,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_content_badge_use_cases.dart,107,contents,AppSpacingRef,AppSpacing.space24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_item_list.dart,236,contents,EdgeInsets.symmetric,"H=6,V=2",AppSpacingSemantic.insetSquishXsVertical + insetSquishXsHorizontal,READY,inset-squish Xs
lib/components/contents/app_item_list.dart,102,contents,SizedBox,112,,NEEDS_REVIEW,SizedBox(width=)→inline off-scale literal 112px (closest palette: 48)
lib/components/contents/app_item_list.dart,128,contents,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(height=)→stack value-based stack/inline (canonical)
lib/components/contents/app_item_list.dart,168,contents,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(height=)→stack value-based stack/inline (canonical)
lib/components/contents/app_item_list.dart,196,contents,SizedBox,size,,BLOCKED,non-numeric SizedBox dimension
lib/components/contents/app_item_list.dart,196,contents,SizedBox,size,,BLOCKED,non-numeric SizedBox dimension
lib/components/contents/app_item_list.dart,298,contents,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(width=)→inline value-based stack/inline (canonical)
lib/components/contents/app_item_list.dart,231,contents,PropLiteral:spacing,4,AppSpacingSemantic.inlineSm,READY,PropLiteral:spacing → value-based stack/inline (canonical)
lib/components/contents/app_item_list.dart,232,contents,PropLiteral:runSpacing,4,AppSpacingSemantic.inlineSm,READY,PropLiteral:runSpacing → value-based stack/inline (canonical)
lib/components/contents/app_item_list.dart,114,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_item_list.dart,116,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_item_list.dart,125,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_item_list.dart,141,contents,AppSpacingRef,space12,AppSpacing.s12,READY,기존 tokenRef → palette s12
lib/components/contents/app_item_list.dart,163,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_item_list.dart,165,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_item_list.dart,208,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_item_list.dart,209,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_item_list.dart,272,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_item_list.dart,307,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_item_list_use_cases.dart,138,contents,EdgeInsets.only,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_item_list_use_cases.dart,160,contents,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_item_list_use_cases.dart,78,contents,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_item_list_use_cases.dart,79,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_item_list_use_cases.dart,138,contents,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_item_list_use_cases.dart,160,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge.dart,65,contents,EdgeInsets.only,left=2,AppSpacing.s2,READY,EdgeInsets.only directional palette
lib/components/contents/app_play_icon_badge_use_cases.dart,96,contents,EdgeInsets.all,AppSpacing.space24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,23,contents,SizedBox,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,25,contents,SizedBox,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,39,contents,SizedBox,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,59,contents,SizedBox,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,61,contents,SizedBox,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,65,contents,SizedBox,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,74,contents,SizedBox,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,79,contents,SizedBox,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,23,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,25,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,39,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,59,contents,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,61,contents,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,65,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,74,contents,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,79,contents,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_play_icon_badge_use_cases.dart,96,contents,AppSpacingRef,AppSpacing.space24,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list.dart,83,contents,EdgeInsets.symmetric,space8,AppSpacing.s8,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s8
lib/components/contents/app_preference_list.dart,83,contents,EdgeInsets.symmetric,"H=8,V=6",AppSpacing.s6 + AppSpacing.s8,NEEDS_REVIEW,비표준 squish 페어 V6/H8 (Outlined 1px 보정 의심 가능)
lib/components/contents/app_preference_list.dart,189,contents,EdgeInsets.all,space16,AppSpacingSemantic.insetLg,READY,EdgeInsets.all(tokenRef) → inset
lib/components/contents/app_preference_list.dart,95,contents,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(height=)→stack value-based stack/inline (canonical)
lib/components/contents/app_preference_list.dart,278,contents,SizedBox,double.infinity,,BLOCKED,non-numeric SizedBox dimension
lib/components/contents/app_preference_list.dart,278,contents,SizedBox,0,AppSpacing.s0,READY,zero size
lib/components/contents/app_preference_list.dart,225,contents,PropLiteral:spacing,6,AppSpacing.s6,READY,PropLiteral:spacing → palette direct (no semantic match for 6px)
lib/components/contents/app_preference_list.dart,226,contents,PropLiteral:runSpacing,6,AppSpacing.s6,READY,PropLiteral:runSpacing → palette direct (no semantic match for 6px)
lib/components/contents/app_preference_list.dart,83,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_preference_list.dart,189,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_preference_list.dart,223,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_preference_list.dart,246,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_preference_list.dart,253,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_preference_list.dart,255,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_preference_list.dart,256,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_preference_list.dart,262,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_preference_list.dart,269,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_preference_list.dart,271,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_preference_list.dart,272,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_preference_list_use_cases.dart,173,contents,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,109,contents,SizedBox,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,111,contents,SizedBox,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,143,contents,SizedBox,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,149,contents,SizedBox,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,157,contents,SizedBox,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,109,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,111,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,122,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,123,contents,AppSpacingRef,AppSpacing.space8,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,143,contents,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,149,contents,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,157,contents,AppSpacingRef,AppSpacing.space12,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_preference_list_use_cases.dart,173,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_recipe_timer.dart,52,contents,EdgeInsets.symmetric,V=6,AppSpacing.s6,READY,symmetric vertical only
lib/components/contents/app_recipe_timer.dart,68,contents,EdgeInsets.symmetric,space4,AppSpacing.s4,READY,EdgeInsets.symmetric(vertical=tokenRef) → palette s4
lib/components/contents/app_recipe_timer.dart,68,contents,EdgeInsets.symmetric,"H=6,V=4",AppSpacing.s4 + AppSpacing.s6,NEEDS_REVIEW,비표준 squish 페어 V4/H6 (Outlined 1px 보정 의심 가능)
lib/components/contents/app_recipe_timer.dart,77,contents,EdgeInsets.symmetric,space4,AppSpacing.s4,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s4
lib/components/contents/app_recipe_timer.dart,77,contents,EdgeInsets.symmetric,H=4,AppSpacing.s4,READY,symmetric horizontal only
lib/components/contents/app_recipe_timer.dart,78,contents,EdgeInsets.symmetric,H=10,AppSpacing.s10,READY,symmetric horizontal only
lib/components/contents/app_recipe_timer.dart,156,contents,EdgeInsets.all,space16,AppSpacingSemantic.insetLg,READY,EdgeInsets.all(tokenRef) → inset
lib/components/contents/app_recipe_timer.dart,116,contents,SizedBox,20,AppSpacing.s20,READY,SizedBox(width=)→inline palette direct (no semantic match for 20px)
lib/components/contents/app_recipe_timer.dart,116,contents,SizedBox,20,AppSpacing.s20,READY,SizedBox(height=)→stack palette direct (no semantic match for 20px)
lib/components/contents/app_recipe_timer.dart,68,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_recipe_timer.dart,77,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_recipe_timer.dart,80,contents,AppSpacingRef,space4,AppSpacing.s4,READY,기존 tokenRef → palette s4
lib/components/contents/app_recipe_timer.dart,156,contents,AppSpacingRef,space16,AppSpacing.s16,READY,기존 tokenRef → palette s16
lib/components/contents/app_recipe_timer.dart,183,contents,AppSpacingRef,space8,AppSpacing.s8,READY,기존 tokenRef → palette s8
lib/components/contents/app_recipe_timer_use_cases.dart,133,contents,EdgeInsets.all,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_recipe_timer_use_cases.dart,133,contents,AppSpacingRef,AppSpacing.space16,,BLOCKED,Demo 화면 (_use_cases.dart)
lib/components/contents/app_review.dart,81,contents,EdgeInsets.symmetric,space16,AppSpacing.s16,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s16
lib/components/contents/app_review.dart,81,contents,EdgeInsets.symmetric,H=16,AppSpacing.s16,READY,symmetric horizontal only
lib/components/contents/app_review.dart,108,contents,EdgeInsets.symmetric,space16,AppSpacing.s16,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s16
lib/components/contents/app_review.dart,108,contents,EdgeInsets.symmetric,H=16,AppSpacing.s16,READY,symmetric horizontal only
lib/components/contents/app_review.dart,151,contents,EdgeInsets.symmetric,space16,AppSpacing.s16,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s16
lib/components/contents/app_review.dart,151,contents,EdgeInsets.symmetric,H=16,AppSpacing.s16,READY,symmetric horizontal only
lib/components/contents/app_review.dart,166,contents,EdgeInsets.only,,,BLOCKED,EdgeInsets.only missing literal
lib/components/contents/app_review.dart,199,contents,EdgeInsets.symmetric,space16,AppSpacing.s16,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s16
lib/components/contents/app_review.dart,199,contents,EdgeInsets.symmetric,H=16,AppSpacing.s16,READY,symmetric horizontal only
lib/components/contents/app_review.dart,341,contents,EdgeInsets.only,right=1,AppSpacing.s1,READY,EdgeInsets.only directional palette
lib/components/contents/app_review.dart,410,contents,EdgeInsets.only,,,BLOCKED,EdgeInsets.only missing literal
lib/components/contents/app_review.dart,445,contents,EdgeInsets.symmetric,space8,AppSpacing.s8,READY,EdgeInsets.symmetric(horizontal=tokenRef) → palette s8
lib/components/contents/app_review.dart,445,contents,EdgeInsets.symmetric,space4,AppSpacing.s4,READY,EdgeInsets.symmetric(vertical=tokenRef) → palette s4
lib/components/contents/app_review.dart,445,contents,EdgeInsets.symmetric,"H=8,V=4",AppSpacing.s4 + AppSpacing.s8,NEEDS_REVIEW,비표준 squish 페어 V4/H8 (Outlined 1px 보정 의심 가능)
lib/components/contents/app_review.dart,137,contents,SizedBox,48,AppSpacing.s48,NEEDS_REVIEW,SizedBox(width=)→inline palette 48 — Section gap 후보 (AppSpacingSemantic.layoutXl 가능)
lib/components/contents/app_review.dart,137,contents,SizedBox,48,AppSpacing.s48,NEEDS_REVIEW,SizedBox(height=)→stack palette 48 — Section gap 후보 (AppSpacingSemantic.layoutXl 가능)
lib/components/contents/app_review.dart,267,contents,SizedBox,2,AppSpacingSemantic.inlineXs,READY,SizedBox(width=)→inline value-based stack/inline (canonical)
